threshold,row_count,positive_count,negative_count,predicted_positive_count,pass_rate,tp,fp,fn,tn,recall,precision,f1,pr_auc,roc_auc,score_mean,score_median,score_p95,event_id,event_year
0.3747505247592926,120890,27,120863,80644,0.6670857804615766,24,80620,3,40243,0.8888888888888888,0.0002976042855017112,0.0005950093590013759,0.00040113658089868144,0.6927595707536633,0.4303644001483917,0.43932783603668213,0.6624306440353394,EVT_2014_FLOOD,2014
0.3747505247592926,120890,41,120849,70210,0.5807759119861031,39,70171,2,50678,0.9512195121951219,0.0005554764278592793,0.0011103044796515352,0.001197419580734176,0.7966026541083622,0.4057384431362152,0.4139007329940796,0.7106770873069763,EVT_2016_FLOOD,2016
0.3747505247592926,120890,13,120877,81281,0.6723550335015304,13,81268,0,39609,1.0,0.00015993897712872628,0.00031982680148596456,0.00064581659033382,0.8566591213827661,0.4311697483062744,0.4409002661705017,0.6600759029388428,EVT_2017_FLOOD,2017
0.3747505247592926,120890,712,120178,80515,0.6660186946811151,668,79847,44,40331,0.9382022471910112,0.008296590697385581,0.016447732896696914,0.010022045202317326,0.6894456100323846,0.42867928743362427,0.4301391839981079,0.6605048179626465,EVT_2018_FLOOD,2018
0.3747505247592926,120890,13,120877,56745,0.46939366366117957,12,56733,1,64144,0.9230769230769231,0.00021147237642083004,0.00042284788047499913,0.00025319910942161534,0.7718927250269028,0.3554966449737549,0.3525981903076172,0.7510454058647156,EVT_2019_FLOOD,2019
0.3747505247592926,120890,211,120679,74801,0.6187525849946232,193,74608,18,46071,0.9146919431279621,0.0025801794093661848,0.005145843331733589,0.006857746756908401,0.7508255715320762,0.4166148602962494,0.42767059803009033,0.6897879242897034,EVT_2020_FLOOD,2020
0.3747505247592926,120890,7153,113737,66621,0.5510877657374472,5836,60785,1317,52952,0.8158814483433524,0.08760000600411282,0.15821292054111205,0.129590405047584,0.7049667289693683,0.3845609128475189,0.408130019903183,0.6599807739257812,EVT_2022_FLOOD,2022
0.3747505247592926,120890,229,120661,56534,0.46764827529158737,204,56330,25,64331,0.8908296943231441,0.0036084480135847455,0.0071877807726864335,0.00515893545885349,0.7898650986131017,0.3551635146141052,0.3520323932170868,0.7515792846679688,EVT_2023_FLOOD,2023
0.3747505247592926,120890,186,120704,61432,0.5081644470179502,156,61276,30,59428,0.8387096774193549,0.002539393150149759,0.005063455483787204,0.005133748663181913,0.7579380626489469,0.3782937824726105,0.37985461950302124,0.7444621920585632,EVT_2024_FLOOD,2024
